Area of The Plot (In Squarefeet),Area of The Plot (In Squarefeet),Age Of The House,Number of Bedrooms,Area Population,Price (In Rupees)
309.7605373,"84,332.503",6,4,33107,1570583.34
292.1963471,"79,550.641",7,4,43637,1626321.321
292.7384195,"79,698.221",4,2,42046,1262494.287
261.4827077,"71,188.834",6,3,40656,1185226.617
274.0307109,"74,605.035",7,3,31638,1360329.359
261.606727,"71,222.598",5,3,54678,1350459.116
297.4207797,"80,972.996",5,2,48037,1556987.724
187.4900732,"51,044.292",6,4,37730,886036.1295
238.9950102,"65,066.544",6,6,27940,1129613.01
280.1088964,"76,259.825",5,3,19263,1070240.02
284.5040395,"77,456.406",6,3,37998,1587015.357
276.8660256,"75,376.952",4,3,25549,1146321.581
292.651049,"79,674.434",6,5,17863,1377447.349
236.5764385,"64,408.086",6,3,40818,1113570.852
249.5201161,"67,932.010",7,2,51145,1593836.785
276.0206722,"75,146.804",4,6,55578,1560746.866
203.4085398,"55,378.104",7,2,41417,977980.9211
286.9176021,"78,113.500",5,2,43346,1292592.392
299.4189021,"81,516.987",5,5,33263,1458912.584
258.2424816,"70,306.680",7,2,29572,1037780.48
335.692216,"91,392.419",7,6,33380,1792254.818
187.7348565,"51,110.934",6,2,38408,882170.3184
365.945935,"99,629.014",5,5,36951,1883481.075
266.8751384,"72,656.926",7,3,38568,1268600.361
264.2344694,"71,938.002",5,3,20097,1157189.438
255.2910489,"69,503.150",5,4,45267,1180989.324
276.5375624,"75,287.527",7,3,39220,1813043.926
208.4613316,"56,753.730",5,2,52718,866666.0554
286.6636154,"78,044.352",6,6,43772,1671350.14
274.888825,"74,838.657",6,6,23637,1137467.586
189.4581397,"51,580.099",6,4,37511,711499.2446
313.1697188,"85,260.655",8,2,52359,1940195.374
182.6747266,"49,733.311",8,4,43559,1496466.357
281.9162611,"76,751.881",5,3,32296,1448995.115
237.2656038,"64,595.712",6,4,29669,924271.7911
326.1502008,"88,794.600",6,6,37995,1747004.583
256.7820581,"69,909.079",6,4,39347,1576286.214
330.2426556,"89,908.773",7,4,37296,1712280.706
280.1784186,"76,278.753",7,4,49251,1852375.507
203.507771,"55,405.120",8,4,18257,1007596.043
250.7643606,"68,270.757",6,4,31159,1034779.19
261.8003613,"71,275.315",6,4,28923,1006544.527
194.9666556,"53,079.796",5,2,33083,736798.5333
244.9616773,"66,690.972",7,3,22619,1109006.287
226.4243511,"61,644.174",7,5,27809,1384140.227
293.9039955,"80,015.550",6,3,52470,2084883.79
229.9052902,"62,591.861",5,4,32210,801194.6198
259.5911016,"70,673.843",6,3,58256,1412242.755
303.1591834,"82,535.281",7,4,43272,1890789.177
303.4352704,"82,610.445",6,5,34881,1841904.243
311.3921411,"84,776.708",6,6,26953,1467075.169
190.7012876,"51,918.547",6,3,24734,661043.3565
252.9214719,"68,858.032",6,3,28847,978035.3448
196.2108742,"53,418.535",6,4,33573,1250882.292
259.6739661,"70,696.402",7,3,43313,1409238.798
260.4302634,"70,902.305",6,3,36769,1162746.621
227.8899206,"62,043.176",6,6,23250,878862.7457
225.5694161,"61,411.417",6,3,49175,1338424.788
214.1167888,"58,293.432",6,5,45033,1094347.968
260.2440164,"70,851.599",6,4,27025,1195897.741
241.2115008,"65,669.985",5,5,40116,1050239.904
238.100512,"64,823.016",5,5,36481,914231.2923
251.1041298,"68,363.259",6,3,20668,864483.7585
259.3083049,"70,596.851",7,3,51615,1599478.986
249.5766343,"67,947.397",7,4,35681,1336356.233
355.5820412,"96,807.437",6,5,29269,1808341.466
245.1183687,"66,733.632",7,3,35193,1424283.373
296.289488,"80,665.002",6,3,40952,1471799.676
276.8721819,"75,378.628",7,4,28301,1347622.483
239.4813262,"65,198.943",7,5,23581,1163741.658
289.2159435,"78,739.225",7,2,28884,1450624.524
244.9857686,"66,697.531",7,3,25897,982298.0366
216.0584234,"58,822.043",5,5,34142,868314.4736
275.8265619,"75,093.957",6,4,27248,1231511.931
252.3750914,"68,709.279",5,4,16668,663128.8401
250.4770279,"68,192.530",6,3,46821,1210496.625
308.8711304,"84,090.362",6,2,25128,1409033.071
254.4631666,"69,277.759",5,5,57408,1356384.668
234.4655239,"63,833.388",7,4,28929,1125476.202
259.6827141,"70,698.784",7,4,22988,1129975.817
250.7178937,"68,258.106",4,6,36205,1003642.627
230.3004324,"62,699.439",6,4,37816,1306367.811
282.5837515,"76,933.606",9,6,33433,1775874.76
242.2759487,"65,959.781",7,3,29803,1036685.241
286.5743149,"78,020.040",7,2,49601,1869929.202
255.498012,"69,559.496",7,2,42014,1381085.729
333.848571,"90,890.486",8,6,45519,2252243.34
209.0026109,"56,901.094",7,3,13704,787039.6447
217.4693368,"59,206.165",6,6,28805,957283.6564
239.8612301,"65,302.372",6,2,43819,1173695.292
317.2416475,"86,369.240",7,3,43683,1713161.699
262.6253392,"71,499.916",6,3,41871,1325503.454
254.5925435,"69,312.982",7,3,44237,1501497.532
285.7565223,"77,797.395",7,2,33847,1573580.234
204.338541,"55,631.298",5,4,30884,693566.7573
260.1867616,"70,836.011",7,4,37048,1524586.787
228.2918671,"62,152.606",7,3,42785,1048818.21
245.8026047,"66,919.915",6,4,38859,1310764.112
293.3624823,"79,868.122",4,5,54228,1537329.57
268.669564,"73,145.460",6,2,41209,1244881.363
200.3134116,"54,535.454",5,4,30852,732733.2363
265.344199,"72,240.127",5,4,25013,1095806.626
173.6133461,"47,266.344",5,3,33422,476006.4445
303.2189044,"82,551.540",8,4,40086,1599911.368
265.3156921,"72,232.366",6,3,49669,1675825.721
263.0832618,"71,624.585",6,6,29090,1175868.999
263.251721,"71,670.449",7,4,31709,1135079.345
316.462716,"86,157.176",5,2,62964,1833208.579
302.7215416,"82,416.132",5,3,15290,1120349.773
255.5246299,"69,566.743",6,2,37491,1080735.984
244.9373424,"66,684.347",6,2,37226,1168574.666
263.519986,"71,743.484",8,5,44675,1919693.23
203.7598042,"55,473.736",6,5,48022,1466605.774
243.3846159,"66,261.616",7,6,26264,1234037.236
240.1475243,"65,380.316",8,6,21641,1269486.337
269.7203172,"73,431.528",6,3,31148,1176111.788
279.7779632,"76,169.728",6,2,50352,1371298.425
266.7786274,"72,630.651",5,5,34119,1246509.14
237.2879772,"64,601.803",6,4,24117,1020268.855
205.6744774,"55,995.007",8,4,20896,1130415.41
214.1472782,"58,301.733",5,6,32759,890559.861
244.5523028,"66,579.520",8,3,35827,1417158.537
271.183123,"73,829.778",6,4,51386,1376492.925
318.2391154,"86,640.802",6,3,22432,1306207.111
295.8119936,"80,535.003",6,5,25692,1275208.577
189.0695565,"51,474.307",6,5,38952,902520.94
254.6685774,"69,333.682",6,2,17187,872312.1738
204.0575462,"55,554.797",6,5,44903,994517.0453
235.2805675,"64,055.284",8,5,27805,1289008.217
282.1348847,"76,811.402",8,4,27770,1610006.605
286.6111552,"78,030.069",7,3,42433,1843720.648
282.5399299,"76,921.676",7,4,44921,1891949.348
234.4671956,"63,833.843",6,5,34482,1451078.093
253.8840459,"69,120.093",7,5,36632,1481940.762
240.4217495,"65,454.974",4,3,47741,1144477.879
194.9202777,"53,067.170",8,5,46133,1279945.51
218.6191709,"59,519.208",6,6,42177,1193021.312
237.7393398,"64,724.686",7,4,43834,1167119.109
308.3069,"83,936.750",7,2,25569,1225612.763
258.2111121,"70,298.140",7,2,33458,1131618.913
291.4128201,"79,337.326",6,3,41521,1697501.605
233.5304852,"63,578.823",6,3,42323,1365496.885
239.2084623,"65,124.656",5,4,19162,622449.6452
309.8788254,"84,364.707",5,3,50521,1551094.815
280.2104314,"76,287.468",7,2,35213,1299126.83
207.2833021,"56,433.011",6,3,46059,1290324.649
306.3601412,"83,406.743",5,6,25351,1183884.005
274.9947875,"74,867.506",6,4,33769,1305934.325
204.5849193,"55,698.374",7,6,49507,1279117.965
218.8263811,"59,575.621",4,3,37154,786559.0249
255.6672301,"69,605.566",8,3,35427,1588196.233
248.5355868,"67,663.972",5,3,30546,976649.0166
276.7832464,"75,354.415",7,3,21574,1250866.567
234.1600259,"63,750.216",6,3,40582,1046627.052
265.4290012,"72,263.214",6,4,28428,1115935.277
254.3470675,"69,246.151",6,2,35006,1077813.593
240.4605581,"65,465.540",6,3,31298,1047689.266
395.5977842,"1,07,701.748",7,3,37619,2332110.74
216.0853476,"58,829.373",7,3,31237,956435.2633
347.659608,"94,650.549",7,5,27798,1892623.546
183.1075052,"49,851.135",5,3,32512,283208.1322
225.979017,"61,522.931",6,6,30399,1176021.375
217.0132705,"59,082.001",5,3,33463,783818.682
296.5362082,"80,732.171",8,6,28955,1625703.075
324.0471488,"88,222.042",7,2,34795,1961846.905
259.5097156,"70,651.685",5,2,35340,1084556.029
291.2357125,"79,289.108",6,2,41321,1428247.074
271.6969397,"73,969.665",6,6,39664,1634945.808
230.8794537,"62,857.078",5,4,48340,915992.5578
268.1039894,"72,991.482",3,2,50626,1042373.524
230.6513104,"62,794.966",4,5,31162,879618.3222
263.7509428,"71,806.362",6,2,47563,1210431.684
255.5904291,"69,584.657",5,6,17046,1059262.039
229.0427374,"62,357.031",7,5,23383,972417.8089
219.3447093,"59,716.737",5,5,41273,1242979.154
261.1332446,"71,093.692",6,3,37143,1096846.086
280.3889494,"76,336.070",6,3,37258,1392685.285
201.145735,"54,762.054",4,5,58460,1080464.852
226.5050777,"61,666.152",6,2,34605,821413.1935
338.9542033,"92,280.497",7,4,38004,2237778.026
272.9576661,"74,312.898",6,3,43907,1518319.641
257.2149188,"70,026.925",6,3,38102,1503552.206
251.695259,"68,524.194",6,2,48112,1219154.403
322.9669811,"87,927.966",6,2,34724,1276259.018
272.1096406,"74,082.023",7,2,32617,1400496.655
265.3633381,"72,245.338",6,2,25509,1127174.713
233.4446694,"63,555.460",5,3,41839,1251663.851
272.4352216,"74,170.662",6,2,40719,1469354.782
257.1369361,"70,005.694",5,4,25136,946556.2637
248.1091396,"67,547.871",7,4,28132,1150658.595
226.9108221,"61,776.616",7,3,27971,1325819.913
254.1799911,"69,200.664",6,4,31085,1150093.889
245.6822632,"66,887.152",6,3,23806,1009142.338
305.6045072,"83,201.021",6,5,43837,1705276.19
220.1818369,"59,944.645",6,4,28999,829794.8233
197.1579311,"53,676.372",6,2,47027,1046442.634
235.352844,"64,074.961",5,5,40211,1152269.431
284.0191613,"77,324.397",5,2,32840,1091479.56
282.3514295,"76,870.356",5,4,25656,1039915.341
205.3156429,"55,897.314",4,5,31094,565732.8175
322.3703183,"87,765.524",5,6,39910,1739628.383
287.7199247,"78,331.933",6,3,31033,1442128.732
273.9015017,"74,569.858",4,2,39184,1004124.909
320.7141664,"87,314.636",5,2,25225,1143621.36
286.5736406,"78,019.856",5,2,36689,1060241.2
236.6665337,"64,432.614",7,4,50851,1548962.888
273.0309524,"74,332.850",5,6,30212,1056984.182
274.2485296,"74,664.337",8,3,23818,1447353.264
269.627349,"73,406.217",6,4,38074,1251566.478
214.7444205,"58,464.305",5,3,25157,751969.2117
226.2654979,"61,600.926",5,2,37458,764955.4982
276.0514492,"75,155.183",6,4,51563,1539958.931
249.1414295,"67,828.913",6,2,27128,962747.1639
184.185942,"50,144.740",6,3,43233,1353854.478
317.9322322,"86,557.252",5,5,42757,1850525.573
322.2540223,"87,733.863",6,3,43943,1778411.665
241.8595155,"65,846.407",7,3,22355,1369006.115
167.3142205,"45,551.403",7,2,49839,1197975.085
330.3826999,"89,946.900",7,4,40503,1930143.831
267.3737398,"72,792.671",8,2,34104,1481946.194
252.3744351,"68,709.100",6,4,31660,1347578.53
321.4197521,"87,506.732",5,3,32700,1358646.746
230.8993247,"62,862.488",5,3,37255,931768.0455
216.9108991,"59,054.130",5,5,51384,1205962.995
168.882584,"45,978.391",5,3,36063,792146.076
294.8805482,"80,281.417",6,5,45424,1618670.884
242.0884693,"65,908.740",5,3,24081,864446.7942
205.4362319,"55,930.145",6,3,24899,662630.3439
284.9872027,"77,587.947",6,4,37280,1485145.661
230.0704637,"62,636.830",6,3,51456,1047226.967
279.6765544,"76,142.120",4,4,41931,1392793.814
233.3299144,"63,524.218",6,4,48124,943575.1307
314.6854216,"85,673.306",7,2,33111,1793398.718
180.9669714,"49,268.373",6,6,41349,881273.1168
323.152282,"87,978.414",8,5,39586,2138713.943
289.3850989,"78,785.277",7,2,33603,1540869.872
291.1725244,"79,271.905",8,4,28904,1707650.436
230.506175,"62,755.453",6,3,41525,1025705.134
300.9897647,"81,944.655",6,4,34262,1541186.254
247.5072284,"67,384.000",7,6,48918,1930344.449
247.1346768,"67,282.573",6,4,42769,1481146.95
212.5614299,"57,869.984",5,3,44475,1099725.283
238.6322609,"64,967.785",7,3,28164,1190867.437
256.0168171,"69,700.741",7,4,21935,1070318.815
273.6105241,"74,490.639",5,4,35563,1358213.906
201.3844048,"54,827.032",7,6,45027,1198725.487
273.1661886,"74,369.669",7,3,45992,1774715.484
298.8344524,"81,357.870",6,4,51019,1538903.993
268.817077,"73,185.620",6,5,54681,1462360.601
196.6090298,"53,526.933",5,3,51611,953261.9162
237.7819387,"64,736.284",7,3,47717,1427108.501
251.564582,"68,488.617",5,4,28298,769576.8637
181.5395836,"49,424.267",7,2,18657,668255.4804
227.852395,"62,032.959",5,4,25267,800809.1317
236.9389875,"64,506.790",6,6,41521,1427202.279
187.981739,"51,178.148",7,3,31822,783566.3279
236.1434545,"64,290.206",4,3,54157,949072.2496
225.8295726,"61,482.245",7,3,50245,1693591.835
257.5955804,"70,130.561",8,4,26794,1675557.271
311.9309346,"84,923.395",7,4,43232,1943359.768
232.2629399,"63,233.733",5,2,49272,1106261.274
197.5261942,"53,776.632",7,4,29324,978766.9139
246.5564481,"67,125.150",5,5,22651,997827.2538
242.4528352,"66,007.939",6,4,45400,1062206.321
238.1573605,"64,838.493",6,4,32921,1382172.294
308.1331128,"83,889.436",7,5,17958,1281741.163
289.6091308,"78,846.270",7,6,41261,1592664.7
266.5051657,"72,556.201",5,6,31487,1247557.695
227.9875767,"62,069.763",6,3,27099,779207.5546
325.7939845,"88,697.620",5,3,29936,1222760.858
210.1600703,"57,216.213",7,6,35046,1380715.315
197.2893124,"53,712.141",4,2,31914,704884.1544
284.0426594,"77,330.795",6,3,49571,1530480.688
244.4673357,"66,556.388",6,4,45326,1780415.438
274.9832705,"74,864.370",6,6,46251,1709667.189
229.7939937,"62,561.561",5,3,37446,852565.6269
285.845519,"77,821.624",5,2,33933,1185310.267
292.3041582,"79,579.993",6,6,43215,1795093.034
256.8344731,"69,923.349",4,4,45202,956241.9913
234.635561,"63,879.681",5,4,56267,1224454.547
217.2802444,"59,154.685",4,2,26568,552279.214
194.0684621,"52,835.262",8,5,34537,1186357.179
234.1606049,"63,750.374",7,3,47248,1582261.701
300.2440442,"81,741.632",5,5,29756,1478028.174
285.0116491,"77,594.603",7,5,24294,1386306.103
293.270743,"79,843.146",6,3,42453,1424786.509
283.1276424,"77,081.681",4,6,40080,1206937.316
259.7372827,"70,713.640",5,5,29436,1209287.535
234.3355368,"63,797.999",6,2,26627,1029869.764
168.6461118,"45,914.011",5,4,26309,300464.0987
323.9311769,"88,190.469",5,2,25177,1294278.118
264.5018432,"72,010.795",6,6,16377,1251757.193
192.5450984,"52,420.526",7,4,39766,1128403.366
274.5563999,"74,748.155",5,5,36072,1363669.069
297.2021002,"80,913.461",6,6,30034,1177744.973
218.475323,"59,480.046",5,4,43704,980274.0699
297.3410257,"80,951.283",5,4,38991,1524115.891
234.5497128,"63,856.309",7,3,31115,1311902.534
274.4819613,"74,727.889",6,5,27639,1119992.619
286.8509464,"78,095.353",7,3,32346,1538922.903
255.9760032,"69,689.630",4,4,27439,843633.1982
201.9212682,"54,973.194",5,5,40413,903301.9933
229.8299602,"62,571.353",6,4,41465,1161995.728
254.805392,"69,370.930",5,3,33732,733299.7945
302.7183097,"82,415.252",7,3,46298,1837930.801
194.1768073,"52,864.759",6,3,39157,962028.7008
241.8942493,"65,855.863",7,6,45529,1477765.148
225.1979312,"61,310.280",8,4,33201,1419345.607
144.7623901,"39,411.653",4,4,45851,539483.3966
283.8037384,"77,265.748",5,3,21558,1097701.943
274.6651593,"74,777.764",6,2,30013,1412274.486
247.8388325,"67,474.280",3,4,34972,1013443.438
252.8853474,"68,848.197",7,4,25880,893919.0388
242.9674335,"66,148.038",6,4,31574,1234531.601
233.5934243,"63,595.958",6,3,19345,864702.9339
223.1090094,"60,741.570",6,4,24534,977024.1102
270.1210546,"73,540.629",4,5,39756,936148.5119
274.1368864,"74,633.942",6,3,30601,1056976.975
227.7926213,"62,016.686",6,3,35750,1040607.312
309.4569842,"84,249.861",6,4,44571,1641101.519
162.5235837,"44,247.149",6,4,22012,503065.5056
218.4530739,"59,473.988",7,6,41215,1296146.939
249.1798823,"67,839.381",7,3,26377,1164209.619
231.3015862,"62,972.004",7,2,33870,999814.8898
224.6554172,"61,162.580",6,6,36034,1060897.689
321.2931225,"87,472.257",6,3,48307,1848633.724
178.8534883,"48,692.976",5,3,36239,617157.9103
249.2501124,"67,858.502",5,3,29709,857697.1255
265.6818705,"72,332.058",6,4,45804,1253434.398
296.6968395,"80,775.903",6,5,26602,1635092.433
276.0364737,"75,151.106",7,3,32032,1524845.422
228.0804104,"62,095.037",6,3,36183,763869.6667
278.2711219,"75,759.490",5,4,46188,1376637.506
236.4523669,"64,374.307",8,6,23251,1244440.135
176.85127,"48,147.871",6,6,32051,693931.5015
235.5456043,"64,127.441",6,2,42629,1277744.739
308.2523829,"83,921.907",6,4,39570,1539329.319
200.616193,"54,617.886",6,2,29614,903881.6639
167.100467,"45,493.208",7,3,38938,896944.2443
267.3277546,"72,780.151",5,2,44954,1184758.842
354.068307,"96,395.322",5,7,35036,1731437.416
174.3519303,"47,467.424",6,3,37342,762144.9261
227.0242076,"61,807.485",6,5,44587,1270905.02
201.2646316,"54,794.424",6,4,39386,1000043.903
348.6618343,"94,923.406",6,3,43819,1967637.287
227.9462166,"62,058.502",7,3,28954,1114779.247
172.4595766,"46,952.229",6,4,31628,671661.7134
246.1100937,"67,003.630",7,3,28464,1214986.886
322.6265065,"87,835.272",4,3,16251,1053236.6
269.7280244,"73,433.626",7,2,44544,1515005.384
257.5729037,"70,124.387",7,6,51674,1732196.217
309.884472,"84,366.245",5,5,43445,1587122.369
221.6472302,"60,343.599",8,4,24199,1184893.56
261.9235768,"71,308.860",6,3,22710,1314348.699
240.3336134,"65,430.979",4,4,33320,717825.3597
270.3078676,"73,591.489",5,3,51662,1441736.761
193.9603768,"52,805.836",7,4,37161,1119542.311
213.7260365,"58,187.049",6,4,31552,850977.0123
258.9754187,"70,506.222",6,3,44707,1655466.736
284.3426022,"77,412.454",7,4,33259,1641739.518
239.0727855,"65,087.718",7,3,40283,1369976.501
266.4715442,"72,547.047",6,3,39219,1465835.843
289.6744505,"78,864.053",6,3,50194,1789334.851
247.330029,"67,335.758",7,6,10311,863297.1767
292.2027705,"79,552.390",5,3,50114,1425366.413
327.2331457,"89,089.432",7,5,49782,2271112.744
246.5020297,"67,110.334",7,6,31999,1370699.722
296.7078499,"80,778.901",6,3,34431,1566740.128
281.4470857,"76,624.148",5,4,47039,1436995.2
293.8894273,"80,011.584",6,2,26576,1345962.955
258.8526271,"70,472.792",6,3,34894,1265180.909
211.0444919,"57,456.997",5,6,37379,1061222.537
293.8496869,"80,000.764",6,3,42245,1383967.463
243.8476719,"66,387.684",6,5,22553,1051519.066
237.6464382,"64,699.394",7,4,49084,1550359.548
311.3943229,"84,777.302",5,2,42039,1375057.083
298.2421363,"81,196.611",7,3,49575,1882978.9
222.922229,"60,690.719",8,3,35529,1274053.64
264.4655636,"72,000.918",7,3,27699,1426434.644
187.8591415,"51,144.771",7,4,39369,913587.0974
211.8777331,"57,683.848",7,4,43348,1116730.867
234.1924765,"63,759.051",6,6,35072,1226586.921
252.0316135,"68,615.767",9,2,51792,1836978.483
245.4482159,"66,823.433",8,4,30852,1452153.849
248.1689919,"67,564.166",7,5,21880,1294750.368
249.8014932,"68,008.615",4,5,28908,1059870.965
270.7630908,"73,715.424",6,3,45541,1615346.75
186.6430999,"50,813.703",7,2,30767,1107692.003
307.8564016,"83,814.101",9,3,51538,2330289.701
189.7764997,"51,666.773",8,3,41926,1116193.293
254.3132142,"69,236.934",6,4,39400,1072253.834
297.8857251,"81,099.578",6,4,29780,1626941.788
217.8280427,"59,303.823",7,3,43609,1669681.231
255.6870885,"69,610.973",4,4,39210,806121.8394
284.3056776,"77,402.402",6,6,39351,1680252.737
269.5545854,"73,386.407",5,4,38413,1186441.756
260.6479908,"70,961.581",9,2,38252,1766248.403
298.1868838,"81,181.569",7,5,26691,1641055.939
210.3661861,"57,272.328",8,2,30099,1120894.804
216.2411477,"58,871.790",8,5,25092,1325706.901
271.9161684,"74,029.350",7,4,36360,1593347.849
208.8120782,"56,849.221",4,3,43523,605073.4908
270.2915501,"73,587.046",6,2,25272,1064509.523
182.6568259,"49,728.437",6,3,37609,872365.8799
